Node	 closeness centrality	 degree centrality	 betweenness centrality
DAX	0.3492502495231008	0.012987012987012988	4.22204583452958e-08
GYS	0.34377855805787766	0.01038961038961039	4.22204583452958e-08
HYN	0.344859137270453	0.01818181818181818	1.2630318473523143e-06
JDZ	0.3505254672301683	0.02077922077922078	1.2460184048245834e-07
LZO	0.3514880085589468	0.02857142857142857	2.0039500489711875e-07
WUS	0.3516489462918035	0.023376623376623377	1.0555114586323949e-07
YCU	0.36056399000060974	0.046753246753246755	2.5143525080841545e-05
CHG	0.3306075328029698	0.005194805194805195	0.0
CIF	0.3347869654321267	0.025974025974025976	2.2554087309445262e-05
CIH	0.35036555597686986	0.02857142857142857	2.698081396357742e-05
KRL	0.3113098089587753	0.012987012987012988	9.542672137361406e-06
YIN	0.30561134050986816	0.005194805194805195	0.0
YIW	0.35754250405088395	0.03636363636363636	5.627470065314967e-05
DDG	0.3358116741151284	0.007792207792207792	0.0
HIJ	0.33847567152988045	0.023376623376623377	3.454860709515093e-05
DQA	0.33018112583890746	0.005194805194805195	0.0
FNJ	0.3567121684632135	0.01038961038961039	3.332373943997353e-05
FUG	0.3461024329433523	0.023376623376623377	1.2959480339593652e-06
HLD	0.33333389700577204	0.023376623376623377	0.000798593345984378
HLH	0.3316067783684364	0.01038961038961039	7.298536468747367e-06
HMI	0.34209411968877446	0.015584415584415584	5.586844234181515e-05
HSN	0.34012457869853796	0.01818181818181818	1.5395370274196738e-05
HTN	0.2755655897744165	0.0025974025974025974	0.0
YNJ	0.34439520121134476	0.015584415584415584	1.9746183595338342e-07
JGS	0.35036555597686986	0.01818181818181818	4.22204583452958e-08
JIU	0.34331752288837675	0.01038961038961039	0.0
JNZ	0.3165710217235362	0.007792207792207792	1.5817454655182293e-07
JUZ	0.29767492197724754	0.007792207792207792	0.0
LZH	0.3560506716278622	0.033766233766233764	1.8445346153212967e-06
MDG	0.34439520121134476	0.015584415584415584	1.2400414339177785e-07
MWX	0.33922318847230515	0.012987012987012988	2.0894747739492892e-06
NDG	0.3372864728595954	0.01038961038961039	1.2377247492452412e-05
RLK	0.3327561952778591	0.007792207792207792	0.0
TAE	0.344859137270453	0.01038961038961039	0.0
TGO	0.34057707259481096	0.02077922077922078	1.9099875640307833e-05
ULN	0.3583767142796541	0.032467532467532464	0.01848670347756445
WUA	0.33391360813099946	0.01038961038961039	8.109087667255904e-06
XFN	0.348299908708072	0.023376623376623377	1.3048980247038176e-05
XIL	0.3308924165020675	0.007792207792207792	6.5242383047813305e-06
TNN	0.3251487293400926	0.0025974025974025974	0.0
KMI	0.3316067783684364	0.01818181818181818	1.3084073178236859e-05
TOY	0.3378800258254724	0.015584415584415584	2.5100753918657203e-05
KHV	0.3583767142796541	0.046753246753246755	0.00727516918103213
USM	0.34861611379995405	0.025974025974025976	0.0006015060388361894
VVO	0.3558856805844758	0.033766233766233764	0.0027111647883457206
LCA	0.3298974650778775	0.01818181818181818	0.00011517679719921189
BEY	0.33758298844013135	0.053246753246753244	0.00043328657238971333
AAT	0.2755655897744165	0.0025974025974025974	0.0
ACX	0.33018112583890746	0.012987012987012988	5.470491786853674e-06
AOG	0.33566490327853965	0.005194805194805195	0.0
AQG	0.34470435309753084	0.01818181818181818	1.2509765435643198e-07
ASB	0.3378800258254724	0.012987012987012988	0.00026131889468788803
AVA	0.32228338174624366	0.007792207792207792	0.0
BFJ	0.3308924165020675	0.01818181818181818	4.7309456393617415e-06
BSD	0.29883319015614734	0.0025974025974025974	0.0
HZH	0.31880502229194635	0.005194805194805195	0.0
JNG	0.3545712367042007	0.023376623376623377	6.715012996442284e-06
JUH	0.33189338751136505	0.012987012987012988	0.0
LYG	0.35539162364706095	0.033766233766233764	5.112682857027276e-05
NAO	0.3505254672301683	0.015584415584415584	4.22204583452958e-08
NNY	0.3330447956206846	0.01818181818181818	1.6401597583462026e-06
GYD	0.37209365247155946	0.04935064935064935	0.006556767374199815
KIJ	0.34194180707983024	0.025974025974025976	0.0014106427695976444
LDS	0.2784631249823418	0.005194805194805195	0.0
KCA	0.2755655897744165	0.0025974025974025974	0.0
LNJ	0.29883319015614734	0.0025974025974025974	0.0
ZAT	0.3030786498426593	0.005194805194805195	0.0
KRY	0.2755655897744165	0.0025974025974025974	0.0
NLT	0.2755655897744165	0.0025974025974025974	0.0
OSS	0.2969842609053746	0.02077922077922078	0.0001769262501990468
TAS	0.4076440014338104	0.09090909090909091	0.030617466765240398
TCG	0.2755655897744165	0.0025974025974025974	0.0
TSE	0.3676406408335561	0.06233766233766234	0.009875250916931495
ENY	0.3353717461577724	0.01038961038961039	8.109087667255904e-06
BFV	0.2775573902064687	0.0025974025974025974	0.0
CEI	0.33610560118218763	0.007792207792207792	1.4867569087309991e-05
CJM	0.2775573902064687	0.0025974025974025974	0.0
UTH	0.3287676792385697	0.01038961038961039	1.4867569087309991e-05
KOP	0.2775573902064687	0.0025974025974025974	0.0
LOE	0.2775573902064687	0.0025974025974025974	0.0
MAQ	0.2775573902064687	0.0025974025974025974	0.0
NNT	0.28603400324070716	0.005194805194805195	0.0
NST	0.2775573902064687	0.0025974025974025974	0.0
PHS	0.28603400324070716	0.005194805194805195	0.0
PRH	0.2775573902064687	0.0025974025974025974	0.0
ROI	0.2775573902064687	0.0025974025974025974	0.0
SNO	0.2775573902064687	0.0025974025974025974	0.0
TST	0.2775573902064687	0.0025974025974025974	0.0
UBP	0.3279254050816818	0.005194805194805195	1.4867569087309991e-05
UNN	0.2775573902064687	0.0025974025974025974	0.0
AKX	0.2892660258761954	0.007792207792207792	0.0
SCO	0.2947050263627394	0.025974025974025976	0.00024272079725710255
CIT	0.31308654655576795	0.014285714285714285	0.00019247105730677767
DMB	0.2890482870535562	0.006493506493506494	4.622735838827778e-06
DZN	0.2890482870535562	0.005194805194805195	0.0
KGF	0.2878565587336202	0.007792207792207792	1.1258788892078878e-06
KOV	0.28764093584318307	0.0025974025974025974	0.0
KSN	0.2890482870535562	0.005194805194805195	0.0
PLX	0.2891571154748866	0.007792207792207792	0.0
PPK	0.2890482870535562	0.005194805194805195	0.0
UKK	0.2892660258761954	0.01038961038961039	6.5719226252075095e-06
EVN	0.33595857336014817	0.02857142857142857	0.0005993579820768011
GUW	0.2893750183501503	0.01038961038961039	7.030976657806186e-05
KZO	0.2893750183501503	0.01038961038961039	7.810389403336187e-06
URA	0.26937962073002414	0.007792207792207792	0.0
COQ	0.2691907811781629	0.007792207792207792	3.6512969848852966e-05
MXV	0.2638273097565437	0.0025974025974025974	0.0
ULG	0.2638273097565437	0.0025974025974025974	0.0
ULO	0.2638273097565437	0.0025974025974025974	0.0
TJU	0.2777581550456777	0.003896103896103896	4.188537534255535e-06
AMM	0.35737612782750056	0.06623376623376623	0.0045505452963002
BGW	0.32848644084743317	0.01818181818181818	3.8040039551131435e-05
BSR	0.32667005474321514	0.012987012987012988	1.393277109229575e-06
EBL	0.328626999872186	0.01818181818181818	3.688457337242009e-05
MED	0.36243572378541705	0.06363636363636363	0.007077818643084336
PEW	0.34988669644706094	0.03896103896103896	0.00702492304516121
SAH	0.3347869654321267	0.04025974025974026	0.005519569238649807
SKT	0.32806548428077686	0.02077922077922078	8.328475702489587e-07
ACZ	0.25380082574398505	0.0025974025974025974	0.0
ADU	0.25506519385629317	0.005194805194805195	0.0
AFZ	0.23090838806413072	0.0025974025974025974	0.0
PGU	0.2523829440359181	0.012987012987012988	5.629394446039439e-07
BDH	0.32187816374740097	0.005194805194805195	0.0
BJB	0.23090838806413072	0.0025974025974025974	0.0
BUZ	0.325286445870944	0.01038961038961039	0.0007695355167744201
BXR	0.23090838806413072	0.0025974025974025974	0.0
LRR	0.328626999872186	0.012987012987012988	0.0010767207591441156
ZBR	0.32653116441381747	0.014285714285714285	0.00032941762955370017
GBT	0.29629679733846404	0.01038961038961039	5.455897296109457e-06
HDM	0.25380082574398505	0.0025974025974025974	0.0
IIL	0.23090838806413072	0.0025974025974025974	0.0
ISU	0.3247362785206337	0.007792207792207792	1.6668570712672922e-06
KDH	0.3306075328029698	0.01038961038961039	7.374612519495615e-05
KER	0.2523000324248682	0.01038961038961039	6.755273335247328e-07
NSH	0.25506519385629317	0.005194805194805195	0.0
RZR	0.25506519385629317	0.005194805194805195	0.0
OMH	0.29391553719911934	0.005194805194805195	0.0
PFQ	0.23090838806413072	0.0025974025974025974	0.0
SDG	0.23090838806413072	0.0025974025974025974	0.0
YES	0.23090838806413072	0.0025974025974025974	0.0
HRI	0.2961825293873115	0.007792207792207792	8.6759353080789e-06
KKC	0.3279254050816818	0.005194805194805195	1.4867569087309991e-05
NAW	0.2775573902064687	0.0025974025974025974	0.0
SHP	0.31527146908920306	0.01038961038961039	0.0
AAY	0.25081688396515306	0.0025974025974025974	0.0
ADE	0.3344953391556179	0.02987012987012987	0.00015840594396066194
AHB	0.32961429128811104	0.024675324675324677	2.724247755301724e-05
GXF	0.3108058675440302	0.01038961038961039	0.0
RIY	0.32778544545509974	0.01948051948051948	0.002597156593349153
AXK	0.25081688396515306	0.0025974025974025974	0.0
TAI	0.2965255979541694	0.01038961038961039	9.672323184558672e-07
HOD	0.2927950052235222	0.007792207792207792	0.0
SCT	0.24686637695316577	0.0025974025974025974	0.0
FKS	0.26966337735298407	0.005194805194805195	0.0
OIT	0.3268090632771484	0.012987012987012988	8.677843590191678e-06
SZB	0.3258384805690703	0.03116883116883117	0.0027826653438425336
BTH	0.30561134050986816	0.04415584415584416	0.0029555316240242914
IPH	0.32201312314519864	0.0025974025974025974	0.0
KTE	0.24576041558441558	0.0025974025974025974	0.0
KUA	0.32975581738999515	0.007792207792207792	0.0
ELQ	0.3291904409349759	0.015584415584415584	8.328475702489587e-07
HAS	0.3272267996170851	0.012987012987012988	8.328475702489587e-07
MUX	0.3317500210372781	0.01818181818181818	0.0001412857529576388
NJF	0.3261152011470483	0.016883116883116882	1.7747874448197828e-06
SLL	0.327366282481372	0.012987012987012988	8.328475702489587e-07
TIF	0.3261152011470483	0.015584415584415584	1.2852096239485567e-06
TUU	0.3258384805690703	0.015584415584415584	0.0
YNB	0.3272267996170851	0.012987012987012988	8.328475702489587e-07
AEB	0.3202674306510837	0.007792207792207792	0.0
DOY	0.34766921625228553	0.015584415584415584	6.031449350006812e-07
WUZ	0.28360461547315313	0.007792207792207792	0.0
HOF	0.30670978382639724	0.007792207792207792	0.0
AMQ	0.30343788964887347	0.02077922077922078	0.00824697886167566
BDJ	0.3018873029486237	0.01818181818181818	1.1758062566162136e-05
BEJ	0.25246591015821784	0.0025974025974025974	0.0
BIK	0.2539686834329692	0.005194805194805195	0.0
DJJ	0.3030786498426593	0.02077922077922078	0.007366079038563074
BKS	0.30117697988286224	0.005194805194805195	0.0
BMU	0.2812161474556202	0.005194805194805195	0.0
MDC	0.32904939961495233	0.023376623376623377	0.00527899096005638
TRK	0.30283962882543325	0.012987012987012988	4.5734667297144224e-05
TKG	0.3012951348377006	0.006493506493506494	0.0
DJB	0.30117697988286224	0.005194805194805195	0.0
MLG	0.30212482246313876	0.005194805194805195	0.0
PGK	0.30141338253583155	0.01038961038961039	6.530097557405749e-06
PKY	0.3010589175622496	0.005194805194805195	0.0
PLW	0.3020060160052295	0.00909090909090909	0.0
PNK	0.30331804846022853	0.01038961038961039	0.0012207898637076808
TJQ	0.30070528531765806	0.005194805194805195	0.0
TNJ	0.3005875924466923	0.0025974025974025974	0.0
TTE	0.3020060160052295	0.007792207792207792	0.0
MKQ	0.23258670463394876	0.0025974025974025974	0.0
MKW	0.25455793791889253	0.012987012987012988	0.0006248488543002065
TIM	0.28381422716234245	0.007792207792207792	3.0208988019960764e-05
KOE	0.28828877578877576	0.015584415584415584	0.0017133831447623876
LBJ	0.28131915703344273	0.005194805194805195	0.0009244277766552144
TMC	0.28131915703344273	0.005194805194805195	0.0
ENE	0.22390708416947486	0.005194805194805195	1.6888183338118319e-06
GTO	0.25380082574398505	0.005194805194805195	0.0
KDI	0.3017686831832215	0.005194805194805195	0.0
SOQ	0.25455793791889253	0.015584415584415584	0.003396339433143507
KUH	0.31591990896803734	0.007792207792207792	1.0320556484405637e-06
MYJ	0.33610560118218763	0.02077922077922078	3.210218438128094e-05
IQN	0.2787663516157164	0.007792207792207792	3.1675134010182353e-06
YZY	0.2764583508643984	0.005194805194805195	0.0
MMB	0.2981371501169638	0.007792207792207792	0.0
OBO	0.2952715489047669	0.0025974025974025974	0.0
LCX	0.2746785760734259	0.0025974025974025974	0.0
YNY	0.3119420384651904	0.0025974025974025974	0.0
WEF	0.3467274486236112	0.01818181818181818	6.390483447815714e-07
AZN	0.28959324988736757	0.0025974025974025974	0.0
BHK	0.2897024891366649	0.003896103896103896	0.0
FEG	0.2945919826242036	0.005194805194805195	0.0
KSQ	0.28959324988736757	0.0025974025974025974	0.0
NCU	0.28959324988736757	0.0025974025974025974	0.0
NMA	0.2965255979541694	0.012987012987012988	4.705175833582026e-06
NVI	0.28959324988736757	0.0025974025974025974	0.0
SKD	0.2921267777486872	0.006493506493506494	0.0
TMJ	0.28959324988736757	0.0025974025974025974	0.0
UGC	0.28959324988736757	0.003896103896103896	0.0
UUS	0.3334786359970902	0.015584415584415584	3.401090804513148e-05
BHV	0.28214595837667106	0.006493506493506494	0.0
LYP	0.28080486241363756	0.0025974025974025974	0.0
UET	0.2964111534933611	0.01818181818181818	0.002398638161504674
PKN	0.3016501565990961	0.01818181818181818	0.001405076937469711
WMX	0.23258670463394876	0.0025974025974025974	0.0
KTG	0.23329322560792792	0.005194805194805195	2.030464341571467e-06
LUV	0.23279821118560132	0.0025974025974025974	0.0
ABA	0.266852431793363	0.005194805194805195	5.661562414302522e-06
BQS	0.2651022777705553	0.01038961038961039	4.109457945608792e-06
OMS	0.31005300714626516	0.025974025974025976	0.00033538461866616906
GDX	0.27243749510510773	0.007792207792207792	0.0
KYZ	0.26537709008337895	0.0025974025974025974	0.0
UUD	0.33610560118218763	0.02077922077922078	0.00011517082799923388
SLY	0.28423438145865976	0.015584415584415584	4.4390595304282554e-05
KHD	0.23090838806413072	0.0025974025974025974	0.0
XBJ	0.25506519385629317	0.005194805194805195	0.0
AAN	0.26346528257334434	0.005194805194805195	1.1962463197833808e-06
HFA	0.21560957290884297	0.005194805194805195	0.0
KVD	0.27137855077784406	0.003896103896103896	0.0012970124803674866
RDN	0.32282526216952445	0.005194805194805195	0.0
AOJ	0.32708743556273373	0.012987012987012988	0.00046647553621894023
NKM	0.25702854708878803	0.015584415584415584	2.4767667941529833e-05
MMJ	0.2812161474556202	0.005194805194805195	0.0
GAJ	0.2961825293873115	0.007792207792207792	0.00011288121076132814
HNA	0.28256118421681337	0.01038961038961039	6.534536112266235e-05
KCZ	0.2961825293873115	0.007792207792207792	0.00011288121076132814
KMJ	0.327366282481372	0.015584415584415584	0.0005159036499329353
ASJ	0.29595425768836175	0.005194805194805195	0.0
AXT	0.326948190166581	0.012987012987012988	6.82274160505068e-06
IZO	0.2952715489047669	0.0025974025974025974	0.0
MSJ	0.29595425768836175	0.005194805194805195	0.0
SHM	0.2952715489047669	0.0025974025974025974	0.0
TKS	0.2952715489047669	0.0025974025974025974	0.0
UBJ	0.3258384805690703	0.005194805194805195	0.0
FKQ	0.23350601967202758	0.00909090909090909	0.0004944019488309093
NBX	0.23350601967202758	0.007792207792207792	0.0008159521963736942
NTX	0.23407537296595513	0.0025974025974025974	0.0
BXB	0.20290655183653863	0.0025974025974025974	0.0
MOF	0.28131915703344273	0.005194805194805195	0.0
WGP	0.2811132132874446	0.0025974025974025974	0.0
KNG	0.18962995029661697	0.006493506493506494	6.427531002266527e-05
LUW	0.25363318979567334	0.0025974025974025974	0.0
NAH	0.2475826236948094	0.0025974025974025974	0.0
PSJ	0.25363318979567334	0.0025974025974025974	0.0
KOS	0.27816055729855077	0.0025974025974025974	0.0
HGN	0.27606085503281763	0.0025974025974025974	0.0
PYY	0.27606085503281763	0.0025974025974025974	0.0
PBH	0.2948181568910936	0.012987012987012988	2.5590700085554548e-05
PWQ	0.2890482870535562	0.005194805194805195	0.0
HIN	0.26731684604987777	0.005194805194805195	0.0
KUV	0.26455435711377845	0.0025974025974025974	0.0
KWJ	0.26731684604987777	0.005194805194805195	0.0
RSU	0.26731684604987777	0.005194805194805195	0.0
USN	0.26731684604987777	0.005194805194805195	0.0
WJU	0.26455435711377845	0.0025974025974025974	0.0
KPO	0.26731684604987777	0.005194805194805195	0.0
NAY	0.3465709831684561	0.1012987012987013	0.004352947541930189
FUO	0.25737308937711084	0.0025974025974025974	0.0
BBN	0.2530482038554526	0.005194805194805195	0.0
MUR	0.2532985813658637	0.012987012987012988	1.0132910002870991e-05
KUD	0.2738948996794931	0.005194805194805195	0.0
LDU	0.2737972544389657	0.0025974025974025974	0.0
LWY	0.2748751963855758	0.007792207792207792	0.002592336142401162
BKM	0.21560957290884297	0.0025974025974025974	0.0
MKM	0.2535494548370085	0.005194805194805195	0.0
LGL	0.2530482038554526	0.005194805194805195	0.0
LKH	0.2530482038554526	0.005194805194805195	0.0
LMN	0.25296485464469654	0.0025974025974025974	0.0
ODN	0.2530482038554526	0.005194805194805195	0.0
DIL	0.32364150809157133	0.005194805194805195	0.0
BYN	0.2640086967003433	0.005194805194805195	0.0025923361424011614
LTI	0.20886627650293685	0.0025974025974025974	0.0
HVD	0.2638273097565437	0.0025974025974025974	0.0
DLZ	0.2643323034672159	0.0012987012987012987	0.0
KGT	0.2960683495378947	0.0025974025974025974	0.0
GOQ	0.27655790374551625	0.005194805194805195	0.0
NGQ	0.2608700063523433	0.005194805194805195	1.1258788892078878e-06
NYT	0.33376849139561005	0.005194805194805195	0.0
YUS	0.2631042475852342	0.0025974025974025974	0.0
SHB	0.2970991484337713	0.005194805194805195	0.0
WKJ	0.2970991484337713	0.005194805194805195	0.0
FUJ	0.27765773633452595	0.005194805194805195	1.147954945859023e-06
TSJ	0.27765773633452595	0.005194805194805195	1.147954945859023e-06
HAC	0.2952715489047669	0.0025974025974025974	0.0
IWJ	0.2952715489047669	0.0025974025974025974	0.0
MBE	0.2952715489047669	0.0025974025974025974	0.0
NTQ	0.2952715489047669	0.0025974025974025974	0.0
OIM	0.2952715489047669	0.0025974025974025974	0.0
ONJ	0.2952715489047669	0.0025974025974025974	0.0
SYO	0.2952715489047669	0.0025974025974025974	0.0
TTJ	0.2952715489047669	0.0025974025974025974	0.0
IKI	0.25205162412251353	0.0025974025974025974	0.0
UEO	0.2651022777705553	0.0025974025974025974	0.0
LPT	0.3226896213030667	0.0025974025974025974	0.0
TDX	0.3226896213030667	0.0025974025974025974	0.0
THS	0.3226896213030667	0.0025974025974025974	0.0
UTP	0.2927950052235222	0.005194805194805195	0.0
CKH	0.2528815603231145	0.0025974025974025974	0.0
CYX	0.2528815603231145	0.0025974025974025974	0.0
IKS	0.2528815603231145	0.0025974025974025974	0.0
RYK	0.3085581754525106	0.007792207792207792	0.0
CJL	0.259197198346709	0.0025974025974025974	0.0
DBA	0.22668279182446835	0.0025974025974025974	0.0
DEA	0.2921267777486872	0.006493506493506494	0.0
DSK	0.25945989820989823	0.005194805194805195	0.0002692473916369155
PZH	0.22898070921326738	0.005194805194805195	9.895219681226529e-06
GWD	0.284129226304587	0.007792207792207792	0.0
TUK	0.29301842758538676	0.014285714285714285	0.0013331007277098466
MJD	0.28090757084904855	0.005194805194805195	0.0
PJG	0.28080486241363756	0.0025974025974025974	0.0
SKZ	0.28214595837667106	0.00909090909090909	6.479805261545046e-06
CYP	0.30000050730519484	0.0025974025974025974	0.0
JOL	0.23125603694709387	0.0025974025974025974	0.0
MBT	0.30000050730519484	0.0025974025974025974	0.0
ZVK	0.32364150809157133	0.007792207792207792	5.062469448052181e-05
PKZ	0.30070528531765806	0.012987012987012988	3.730644708612496e-05
LXG	0.2689080177525556	0.0025974025974025974	0.0
ODY	0.2689080177525556	0.0025974025974025974	0.0
XKH	0.2689080177525556	0.0025974025974025974	0.0
REN	0.26328464131000984	0.005194805194805195	6.163060449517372e-06
DYR	0.2638273097565437	0.0025974025974025974	0.0
AZI	0.3201339302631508	0.007792207792207792	0.002592336142401162
FJR	0.24250119946362447	0.0025974025974025974	0.0
XSB	0.32000054112554116	0.005194805194805195	0.0
AQJ	0.26328464131000984	0.0025974025974025974	0.0
PKC	0.26409948373497205	0.005194805194805195	0.0
NSK	0.28444492544492544	0.012987012987012988	0.0001918706907228567
HBX	0.290909582841401	0.005194805194805195	0.0
IXG	0.2759616596123962	0.0025974025974025974	0.0
MYQ	0.2759616596123962	0.0025974025974025974	0.0
VGA	0.2759616596123962	0.0025974025974025974	0.0
ABT	0.2961825293873115	0.007792207792207792	0.0
AJF	0.2948181568910936	0.005194805194805195	0.0
AQI	0.2948181568910936	0.005194805194805195	0.0
BHH	0.2961825293873115	0.007792207792207792	0.0
EAM	0.2961825293873115	0.007792207792207792	0.0
GIZ	0.2986008159802872	0.01038961038961039	0.0
EJH	0.28796449145155556	0.0025974025974025974	0.0
RAE	0.2948181568910936	0.005194805194805195	0.0
SHW	0.2948181568910936	0.005194805194805195	0.0
URY	0.2948181568910936	0.005194805194805195	0.0
ULH	0.29675475220297476	0.005194805194805195	0.0
RAH	0.293130266679885	0.0025974025974025974	0.0
TUI	0.293130266679885	0.0025974025974025974	0.0
HMA	0.28444492544492544	0.01818181818181818	3.687419053453167e-05
NAJ	0.0	0.0012987012987012987	0.0
PEE	0.26537709008337895	0.0025974025974025974	0.0
GIU	0.2924605097872425	0.005194805194805195	0.002592336142401162
KCT	0.2922379371009508	0.0025974025974025974	0.0
TRR	0.22628205618777217	0.0025974025974025974	0.0
EYK	0.27805984746607487	0.007792207792207792	1.1258788892078878e-06
NYA	0.27805984746607487	0.007792207792207792	3.012553880755518e-06
DLI	0.30153172308649345	0.007792207792207792	0.0
HUI	0.30011774079769393	0.005194805194805195	0.0
UIH	0.30011774079769393	0.005194805194805195	0.0
CAH	0.2974443449656463	0.0025974025974025974	0.0
PXU	0.30153172308649345	0.007792207792207792	0.0
DIN	0.2856085156940494	0.0025974025974025974	0.0
TBB	0.30011774079769393	0.005194805194805195	0.0
VCA	0.28592751254702115	0.007792207792207792	9.037684539106758e-06
VCL	0.30011774079769393	0.005194805194805195	0.0
VDH	0.30011774079769393	0.005194805194805195	0.0
VCS	0.29767492197724754	0.005194805194805195	2.6545143898312002e-05
VKG	0.2974443449656463	0.0025974025974025974	0.0
KET	0.21905342233351363	0.0025974025974025974	0.0
KYP	0.28019018558967485	0.0025974025974025974	0.0
MYT	0.280497187253944	0.007792207792207792	0.002592336142401162
PBU	0.21905342233351363	0.0025974025974025974	0.0
KHS	0.2746785760734259	0.0025974025974025974	0.0
IAA	0.2728246176558788	0.0025974025974025974	0.0
TOF	0.2732128419428313	0.005194805194805195	1.1057739090434612e-06
MRX	0.2498377679574817	0.005194805194805195	0.0
KGP	0.2777581550456777	0.0025974025974025974	0.0
NOJ	0.27816055729855077	0.01038961038961039	1.9992628804684186e-06
BDP	0.28678166493700474	0.0025974025974025974	0.0
BHR	0.28678166493700474	0.0025974025974025974	0.0
BIR	0.28678166493700474	0.0025974025974025974	0.0
BWA	0.28678166493700474	0.0025974025974025974	0.0
DHI	0.28678166493700474	0.0025974025974025974	0.0
KEP	0.28678166493700474	0.0025974025974025974	0.0
PKR	0.28678166493700474	0.0025974025974025974	0.0
TMI	0.28678166493700474	0.0025974025974025974	0.0
